status_account,month_duration,credit_history,purpose,credit_amount,status_savings,years_employment,payment_to_income_ratio,status_and_sex,secondary_obligor,residence_since,collateral,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,credit_mix_score,installment_amount,age_bucket
0 to < 200 DM,12,existing credits paid back duly till now,car (new),685,< 100 DM,4 to < 7 years,2,male : married/widowed,none,3,real estate,25,bank,own,1,unskilled - resident,1,none,yes,0,0.03999999840000006,57.08332857638929,<25
>= 200 DM,4,existing credits paid back duly till now,car (new),1494,unknown/ no savings account,< 1 year,1,male : single,none,2,none,29,none,own,1,unskilled - resident,2,none,no,1,0.034482757431629055,373.49990662502336,25-35
< 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,< 100 DM,>= 7 years,4,male : single,none,4,real estate,31,bank,own,1,skilled employee/ official,1,none,yes,0,0.032258063475546335,76.27777565895069,25-35
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,708,< 100 DM,1 to < 4 years,2,male : single,guarantor,3,car,38,none,own,1,unskilled - resident,2,none,yes,1,0.026315788781163457,58.999995083333744,35-45
0 to < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4351,unknown/ no savings account,1 to < 4 years,1,female : divorced/separated/married,none,4,car,48,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,0.020833332899305567,181.29165911284753,45-55
no checking account,12,critical account/ other credits existing (not at this bank),education,701,< 100 DM,1 to < 4 years,4,male : single,none,2,real estate,32,none,own,2,skilled employee/ official,1,none,yes,1,0.06249999804687507,58.41666179861152,25-35
< 0 DM,15,delay in paying off in the past,furniture/equipment,3643,< 100 DM,>= 7 years,1,female : divorced/separated/married,none,4,car,27,none,own,2,unskilled - resident,1,none,yes,1,0.07407407133058995,242.86665047555664,25-35
0 to < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),4249,< 100 DM,unemployed,4,male : married/widowed,none,2,real estate,28,none,own,2,management/ self-employed/highly qualified employee,1,none,yes,0,0.07142856887755111,141.63332861222239,25-35
< 0 DM,24,existing credits paid back duly till now,radio/television,1938,< 100 DM,< 1 year,4,male : divorced/separated,none,3,car,32,none,own,1,skilled employee/ official,1,none,yes,0,0.031249999023437534,80.7499966354168,25-35
< 0 DM,24,existing credits paid back duly till now,car (used),2910,< 100 DM,4 to < 7 years,2,male : single,none,1,savings agreement/life insurance,34,none,for free,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.02941176384083048,121.24999494791687,25-35
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2659,>= 1000 DM,1 to < 4 years,4,male : single,none,2,real estate,28,none,own,1,skilled employee/ official,1,none,yes,1,0.035714284438775556,147.72221401543254,25-35
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1028,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,3,none,36,none,own,2,skilled employee/ official,1,none,yes,1,0.05555555401234573,57.11110793827178,35-45
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),3398,< 100 DM,4 to < 7 years,1,male : single,none,4,none,39,none,own,2,unskilled - resident,1,none,no,1,0.05128204996712693,424.7499469062567,35-45
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,5801,unknown/ no savings account,>= 7 years,2,male : single,none,4,car,49,none,rent,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.020408162848813003,483.4166263819478,45-55
no checking account,24,existing credits paid back duly till now,car (new),1525,>= 1000 DM,4 to < 7 years,4,female : divorced/separated/married,none,3,real estate,34,none,own,1,skilled employee/ official,2,"yes, registered under the customers name",yes,1,0.02941176384083048,63.54166401909733,25-35
>= 200 DM,36,existing credits paid back duly till now,radio/television,4473,< 100 DM,>= 7 years,4,male : single,none,2,real estate,31,none,own,1,skilled employee/ official,1,none,yes,1,0.032258063475546335,124.24999654861122,25-35
0 to < 200 DM,6,existing credits paid back duly till now,radio/television,1068,< 100 DM,>= 7 years,4,male : single,none,4,real estate,28,none,own,1,skilled employee/ official,2,none,yes,1,0.035714284438775556,177.99997033333827,25-35
< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),6615,< 100 DM,unemployed,2,male : single,none,4,savings agreement/life insurance,75,none,for free,2,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.026666666311111118,275.6249885156255,65+
no checking account,18,critical account/ other credits existing (not at this bank),education,1864,100 to < 500 DM,1 to < 4 years,4,female : divorced/separated/married,none,2,none,30,none,own,2,skilled employee/ official,1,none,yes,0,0.06666666444444451,103.55554980246944,25-35
0 to < 200 DM,60,existing credits paid back duly till now,car (new),7408,100 to < 500 DM,< 1 year,4,female : divorced/separated/married,none,2,car,24,none,own,1,management/ self-employed/highly qualified employee,1,none,yes,0,0.041666664930555625,123.46666460888893,<25
no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590,100 to < 500 DM,1 to < 4 years,2,female : divorced/separated/married,none,4,real estate,24,bank,rent,2,unskilled - resident,1,none,yes,0,0.08333332986111125,241.45832830295151,<25
< 0 DM,24,no credits taken/ all credits paid back duly,furniture/equipment,4110,< 100 DM,>= 7 years,3,male : single,none,4,savings agreement/life insurance,23,bank,rent,2,skilled employee/ official,2,none,yes,0,0.08695651795841226,171.24999286458362,<25
< 0 DM,6,critical account/ other credits existing (not at this bank),furniture/equipment,3384,< 100 DM,1 to < 4 years,1,male : divorced/separated,none,4,none,44,none,rent,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,0,0.022727272210743815,563.9999060000157,35-45
0 to < 200 DM,13,existing credits paid back duly till now,radio/television,2101,< 100 DM,< 1 year,2,female : divorced/separated/married,guarantor,4,car,23,none,own,1,unskilled - resident,1,none,yes,1,0.04347825897920613,161.61537218343292,<25
< 0 DM,15,existing credits paid back duly till now,domestic appliances,1275,unknown/ no savings account,1 to < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,rent,1,skilled employee/ official,1,none,yes,0,0.041666664930555625,84.99999433333372,<25
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4169,< 100 DM,1 to < 4 years,4,male : single,none,4,car,28,none,own,1,skilled employee/ official,1,none,yes,1,0.035714284438775556,173.7083260954864,25-35
0 to < 200 DM,10,existing credits paid back duly till now,furniture/equipment,1521,< 100 DM,1 to < 4 years,4,male : divorced/separated,none,2,real estate,31,none,own,1,unskilled - resident,1,none,yes,1,0.032258063475546335,152.09998479000154,25-35
0 to < 200 DM,24,critical account/ other credits existing (not at this bank),education,5743,< 100 DM,< 1 year,2,female : divorced/separated/married,none,4,savings agreement/life insurance,24,none,for free,2,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.08333332986111125,239.29165669618095,<25
< 0 DM,21,existing credits paid back duly till now,furniture/equipment,3599,< 100 DM,4 to < 7 years,1,female : divorced/separated/married,none,4,real estate,26,none,rent,1,unskilled - resident,1,none,yes,1,0.03846153698224858,171.38094421995504,25-35
0 to < 200 DM,18,existing credits paid back duly till now,radio/television,3213,500 to < 1000 DM,< 1 year,1,male : married/widowed,none,3,none,25,none,rent,1,skilled employee/ official,1,none,yes,1,0.03999999840000006,178.49999008333387,<25
0 to < 200 DM,18,existing credits paid back duly till now,business,4439,< 100 DM,>= 7 years,1,male : single,co-applicant,1,none,33,bank,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.030303029384756687,246.61109741049458,25-35
>= 200 DM,10,existing credits paid back duly till now,car (new),3949,< 100 DM,< 1 year,1,male : single,guarantor,1,car,37,none,own,1,unskilled - resident,2,none,yes,1,0.027027026296566857,394.89996051000395,35-45
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1459,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,2,real estate,43,none,own,1,unskilled - resident,1,none,yes,1,0.023255813412655504,97.26666018222267,35-45
0 to < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,882,< 100 DM,< 1 year,4,male : single,guarantor,4,none,23,none,own,2,skilled employee/ official,1,none,yes,1,0.08695651795841226,67.84614862721934,<25
0 to < 200 DM,24,existing credits paid back duly till now,radio/television,3758,500 to < 1000 DM,unemployed,1,female : divorced/separated/married,none,4,savings agreement/life insurance,23,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,1,0.04347825897920613,156.58332680902805,<25
no checking account,6,delay in paying off in the past,business,1743,100 to < 500 DM,1 to < 4 years,1,male : single,none,2,none,34,none,own,2,unskilled - resident,1,none,yes,1,0.05882352768166096,290.4999515833414,25-35
0 to < 200 DM,9,critical account/ other credits existing (not at this bank),education,1136,>= 1000 DM,>= 7 years,4,male : single,none,3,savings agreement/life insurance,32,none,for free,2,skilled employee/ official,2,none,yes,0,0.06249999804687507,126.22220819753244,25-35
no checking account,9,existing credits paid back duly till now,domestic appliances,1236,< 100 DM,< 1 year,1,female : divorced/separated/married,none,4,none,23,none,rent,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.04347825897920613,137.33331807407578,<25
0 to < 200 DM,9,existing credits paid back duly till now,furniture/equipment,959,< 100 DM,1 to < 4 years,1,female : divorced/separated/married,none,2,real estate,29,none,own,1,skilled employee/ official,1,none,no,0,0.034482757431629055,106.5555437160507,25-35
no checking account,18,critical account/ other credits existing (not at this bank),car (used),3229,unknown/ no savings account,unemployed,2,male : single,none,4,savings agreement/life insurance,38,none,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.026315788781163457,179.38887892284004,35-45
< 0 DM,12,no credits taken/ all credits paid back duly,radio/television,6199,< 100 DM,1 to < 4 years,4,male : single,none,2,car,28,none,rent,2,skilled employee/ official,1,"yes, registered under the customers name",yes,0,0.07142856887755111,516.5832902847259,25-35
no checking account,10,existing credits paid back duly till now,education,727,500 to < 1000 DM,>= 7 years,4,male : single,none,4,savings agreement/life insurance,46,none,for free,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.02173912996219283,72.69999273000073,45-55
0 to < 200 DM,24,existing credits paid back duly till now,car (new),1246,< 100 DM,< 1 year,4,male : single,none,2,none,23,stores,own,1,unskilled - resident,1,none,yes,0,0.04347825897920613,51.91666450347231,<25
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,2331,unknown/ no savings account,>= 7 years,1,male : single,co-applicant,4,none,49,none,own,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.020408162848813003,194.24998381250137,45-55
no checking account,36,delay in paying off in the past,radio/television,4463,< 100 DM,1 to < 4 years,4,male : single,none,2,real estate,26,none,own,2,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,0,0.07692307396449716,123.97221877854949,25-35
no checking account,12,existing credits paid back duly till now,radio/television,776,< 100 DM,1 to < 4 years,4,male : married/widowed,none,2,none,28,none,own,1,skilled employee/ official,1,none,yes,1,0.035714284438775556,64.66666127777823,25-35
< 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,< 100 DM,4 to < 7 years,4,female : divorced/separated/married,none,4,none,23,none,rent,1,skilled employee/ official,1,none,yes,0,0.04347825897920613,80.19999732666675,<25
0 to < 200 DM,18,existing credits paid back duly till now,education,1239,unknown/ no savings account,1 to < 4 years,4,male : single,none,4,savings agreement/life insurance,61,none,for free,1,skilled employee/ official,1,none,yes,1,0.016393442354205864,68.83332950925947,55-65
